Speaker,DLGFile,Priority,StrRefCount,LegacyClips,HasLegacyVO,Notes
Byoshim,LOBAR.DLG,3,161,0,No,
Byoshim,LOWLGU.DLG,3,161,0,No,
Byoshim,MCOOK2.DLG,3,161,0,No,
Byoshim,MESSED.DLG,3,161,0,No,
Byoshim,MINEC5.DLG,3,161,0,No,
Byoshim,NHUNTC.DLG,3,161,0,No,
Byoshim,NOBL6.DLG,3,161,0,No,
Byoshim,OGRED.DLG,3,161,0,No,
Byoshim,OLIVIA.DLG,3,161,0,No,
Byoshim,PUMBER2.DLG,3,161,0,No,
Byoshim,SAMUEL.DLG,3,161,0,No,
Byoshim,SERVAN.DLG,3,161,0,No,
Byoshim,SORCED.DLG,3,161,0,No,
Byoshim,VOICE.DLG,3,161,0,No,
Byoshim,WARRID.DLG,3,161,0,No,
Byoshim,WINSKI.DLG,3,161,0,No,
Bimoen25,BIMOEN25.DLG,3,160,0,No,
Bjan,BJAN.DLG,3,159,0,No,
Bjan,CALDO.DLG,3,159,0,No,
Bjan,DOPPSM.DLG,3,159,0,No,
Bjan,DRYAD.DLG,3,159,0,No,
Bjan,EMITAR.DLG,3,159,0,No,
Bjan,FARMWE.DLG,3,159,0,No,
Bjan,FLAM7.DLG,3,159,0,No,
Bjan,GNARL.DLG,3,159,0,No,
Bjan,GOLINV.DLG,3,159,0,No,
Bjan,HAIRTO.DLG,3,159,0,No,
Bjan,HOUSEN.DLG,3,159,0,No,
Bjan,HOUSG3.DLG,3,159,0,No,
Bjan,IRON4.DLG,3,159,0,No,
Bjan,IRON6.DLG,3,159,0,No,
Bjan,IRON8.DLG,3,159,0,No,
Bjan,IRONM3.DLG,3,159,0,No,
Bjan,ITHTYL.DLG,3,159,0,No,
Bjan,MERCHG.DLG,3,159,0,No,
Bjan,MTOB9.DLG,3,159,0,No,
Bjan,PROST6.DLG,3,159,0,No,
Bjan,READ2.DLG,3,159,0,No,
Bjan,STHIEF.DLG,3,159,0,No,
Bjan,VOICE.DLG,3,159,0,No,
Cerndj,CERNDJ.DLG,3,159,0,No,
Cerndj,CHHELP.DLG,3,159,0,No,
Cerndj,DILLAR.DLG,3,159,0,No,
Cerndj,DOPDUR1.DLG,3,159,0,No,
Cerndj,DRUID2.DLG,3,159,0,No,
Cerndj,FARM4.DLG,3,159,0,No,
Cerndj,FCOOK2.DLG,3,159,0,No,
Cerndj,FCOOK3.DLG,3,159,0,No,
Cerndj,FECOOK.DLG,3,159,0,No,
Cerndj,FLAM10.DLG,3,159,0,No,
Cerndj,FLAM8.DLG,3,159,0,No,
Cerndj,FLAM9.DLG,3,159,0,No,
Cerndj,FRIEND.DLG,3,159,0,No,
Cerndj,FTOWB3.DLG,3,159,0,No,
Cerndj,FTOWB4.DLG,3,159,0,No,
Cerndj,FTOWB5.DLG,3,159,0,No,
Cerndj,FTOWB7.DLG,3,159,0,No,
Cerndj,HALFG6.DLG,3,159,0,No,
Cerndj,HUNTER.DLG,3,159,0,No,
Cerndj,LENORE.DLG,3,159,0,No,
Cerndj,MONKD2.DLG,3,159,0,No,
Cerndj,MTOB7.DLG,3,159,0,No,
Cerndj,MTOB8.DLG,3,159,0,No,
Cerndj,MTOB9.DLG,3,159,0,No,
Cerndj,SATOS.DLG,3,159,0,No,
Cerndj,SHELTO.DLG,3,159,0,No,
Cerndj,SLAVE2.DLG,3,159,0,No,
Cerndj,UTOR.DLG,3,159,0,No,
Cerndj,VOICE.DLG,3,159,0,No,
Ohntelan,OHNTELAN.DLG,3,156,70,Yes,
Bmazzy,BMAZZY.DLG,3,153,0,No,
Bmazzy,DIRLAI.DLG,3,153,0,No,
Bmazzy,DRUNK.DLG,3,153,0,No,
Bmazzy,DUSHAI.DLG,3,153,0,No,
Bmazzy,GHAST3.DLG,3,153,0,No,
Bmazzy,MAZZY5.DLG,3,153,0,No,
Bmazzy,MTOWNAZ.DLG,3,153,0,No,
Bmazzy,NIKLOS.DLG,3,153,0,No,
Bmazzy,PROST5.DLG,3,153,0,No,
Bmazzy,PROST7.DLG,3,153,0,No,
Bmazzy,READ4.DLG,3,153,0,No,
Bmazzy,SATOS.DLG,3,153,0,No,
Bmazzy,SERVA2.DLG,3,153,0,No,
Bmazzy,SEWERC.DLG,3,153,0,No,
Bmazzy,SHADOW.DLG,3,153,0,No,
Bmazzy,SLAVE4.DLG,3,153,0,No,
Bmazzy,SMITH.DLG,3,153,0,No,
Bmazzy,STONEDW.DLG,3,153,0,No,
Bmazzy,THEREL.DLG,3,153,0,No,
Bmazzy,WATCHM.DLG,3,153,0,No,
Mazzyj,MAZZYJ.DLG,3,152,0,No,
Sarev25A,SAREV25A.DLG,3,151,0,No,
Sctelwyn,SCTELWYN.DLG,3,151,0,No,
Brasaad,BRASAAD.DLG,3,150,0,No,
Mgteos01,MGTEOS01.DLG,3,150,0,No,
Ohbtimmo,OHBTIMMO.DLG,3,149,69,Yes,
Ohhcabri,OHHCABRI.DLG,3,148,78,Yes,
Ohrmocom,OHRMOCOM.DLG,3,147,76,Yes,
Solar,SOLAR.DLG,3,147,0,No,
Rasaad,RASAAD.DLG,3,143,52,Yes,
Sahpr1,SAHPR1.DLG,3,138,0,No,
Ppstat01,PPSTAT01.DLG,3,137,0,No,
Player1,PLAYER1.DLG,3,136,0,No,
Garren,GARREN.DLG,3,133,0,No,
Garren,POGHM3.DLG,3,133,0,No,
Garren,POGHM4.DLG,3,133,0,No,
Garren,SAMUEL.DLG,3,133,0,No,
Garren,SHADOW.DLG,3,133,0,No,
Garren,SLAVE2.DLG,3,133,0,No,
Garren,SLAVE3.DLG,3,133,0,No,
Garren,SLAVE4.DLG,3,133,0,No,
Garren,SLAVE5.DLG,3,133,0,No,
Garren,SSUNGU.DLG,3,133,0,No,
Garren,WATCHM.DLG,3,133,0,No,
Gorodr1,GORODR1.DLG,3,133,0,No,
Ohbmolza,OHBMOLZA.DLG,3,133,0,No,
Ohbmolza,OHBVOGHI.DLG,3,133,0,No,
Bdorn,BDORN.DLG,3,132,0,No,
Bdorn,BRASAAD.DLG,3,132,0,No,
Bedwin,BEDWIN.DLG,3,130,0,No,
Bedwin,CHIMP5.DLG,3,130,0,No,
Bedwin,CUTEKI.DLG,3,130,0,No,
Bedwin,FLAM10.DLG,3,130,0,No,
Bedwin,FLAM11.DLG,3,130,0,No,
Bedwin,FLAM6.DLG,3,130,0,No,
Bedwin,FLAM7.DLG,3,130,0,No,
Bedwin,FLAM9.DLG,3,130,0,No,
Bedwin,GALILE.DLG,3,130,0,No,
Bedwin,GOLINV.DLG,3,130,0,No,
Bedwin,HOUSG4.DLG,3,130,0,No,
Bedwin,HOUSG5.DLG,3,130,0,No,
Bedwin,IRON12.DLG,3,130,0,No,
Bedwin,MCOOK3.DLG,3,130,0,No,
Bedwin,MTOB2.DLG,3,130,0,No,
Bedwin,MTOB3.DLG,3,130,0,No,
Bedwin,MTOB5.DLG,3,130,0,No,
Bedwin,MTOB6.DLG,3,130,0,No,
Bedwin,MTOB7.DLG,3,130,0,No,
Bedwin,NOBL11.DLG,3,130,0,No,
Bedwin,PANGWA.DLG,3,130,0,No,
Bedwin,POE.DLG,3,130,0,No,
Bedwin,SCOTTY.DLG,3,130,0,No,
Bedwin,SERVAN.DLG,3,130,0,No,
Bedwin,SPANKY.DLG,3,130,0,No,
Bedwin,VOICE.DLG,3,130,0,No,
Ohbgezzt,OHBGEZZT.DLG,3,130,61,Yes,
Ohbgezzt,OHBHUEGR.DLG,3,130,61,Yes,
Ohbgezzt,OHBIMIM.DLG,3,130,61,Yes,
Ohbgezzt,OHBLEA.DLG,3,130,61,Yes,
Ohbgezzt,OHBSDWM.DLG,3,130,61,Yes,
Ohbgezzt,OHNSDWM.DLG,3,130,61,Yes,
Bkorga25,BKORGA25.DLG,3,129,0,No,
Ohbdulf,OHBDULF.DLG,3,128,63,Yes,
Ohbdulf,OHBMARDU.DLG,3,128,63,Yes,
Ppsaem3,PPSAEM3.DLG,3,128,0,No,
Uddrow16,UDDROW16.DLG,3,128,0,No,
Bhoisig,BHOISIG.DLG,3,127,0,No,
Ohrcuddy,OHRCUDDY.DLG,3,127,42,Yes,
Ohrcuddy,OHRDWRF1.DLG,3,127,42,Yes,
Ohrcuddy,OHRDWRF2.DLG,3,127,42,Yes,
Ohrcuddy,OHRDWRF3.DLG,3,127,42,Yes,
Ohrcuddy,OHRDWS01.DLG,3,127,42,Yes,
Ohrcuddy,OHRDWS02.DLG,3,127,42,Yes,
Ohrcuddy,OHRHDEEP.DLG,3,127,42,Yes,
Ohrcuddy,OHRLEMP.DLG,3,127,42,Yes,
Ohrcuddy,OHRROLF.DLG,3,127,42,Yes,
Bharval,BHARVAL.DLG,3,126,0,No,
Bharval,BHOISIG.DLG,3,126,0,No,
Bharval,FLAMEN.DLG,3,126,0,No,
Bminsc,BMINSC.DLG,3,126,0,No,
Bminsc,DHANIA.DLG,3,126,0,No,
Bminsc,DRUIDC.DLG,3,126,0,No,
Bminsc,ELDOTD.DLG,3,126,0,No,
Bminsc,FARM4.DLG,3,126,0,No,
Bminsc,FLAM11.DLG,3,126,0,No,
Bminsc,FRIWEN.DLG,3,126,0,No,
Bminsc,GNARL.DLG,3,126,0,No,
Bminsc,GOLINV.DLG,3,126,0,No,
Bminsc,KEEPER.DLG,3,126,0,No,
Bminsc,KIVAN.DLG,3,126,0,No,
Bminsc,LENORE.DLG,3,126,0,No,
Bminsc,MESSED.DLG,3,126,0,No,
Bminsc,MONKD2.DLG,3,126,0,No,
Bminsc,PIQUE.DLG,3,126,0,No,
Bminsc,POE.DLG,3,126,0,No,
Bminsc,SATOS.DLG,3,126,0,No,
Bminsc,SHELTO.DLG,3,126,0,No,
Bminsc,SORCED.DLG,3,126,0,No,
Bminsc,STONEC.DLG,3,126,0,No,
Bminsc,STONED.DLG,3,126,0,No,
Bminsc,STONEDL.DLG,3,126,0,No,
Bminsc,THEREL.DLG,3,126,0,No,
Bminsc,UTOR.DLG,3,126,0,No,
Delon,DELON.DLG,3,126,0,No,
Delon,DREPPI2.DLG,3,126,0,No,
Delon,FULLER2.DLG,3,126,0,No,
Delon,KAGAIJ.DLG,3,126,0,No,
Delon,PHLYDI2.DLG,3,126,0,No,
Delon,REEVOR2.DLG,3,126,0,No,
Delon,SAFANJ.DLG,3,126,0,No,
Delon,SKIEJ.DLG,3,126,0,No,
Delon,SKIEP.DLG,3,126,0,No,
Delon,WINTHR2.DLG,3,126,0,No,
Hendak,HENDAK.DLG,3,126,0,No,
Hendak,IGNATI.DLG,3,126,0,No,
Hendak,KAGAIJ.DLG,3,126,0,No,
Hendak,MONKTU 8.DLG,3,126,0,No,
Hendak,MONKTU1.DLG,3,126,0,No,
Hendak,MONKTU10.DLG,3,126,0,No,
Hendak,MONKTU11.DLG,3,126,0,No,
Hendak,MONKTU12.DLG,3,126,0,No,
Hendak,MONKTU13.DLG,3,126,0,No,
Hendak,MONKTU14.DLG,3,126,0,No,
Hendak,MONKTU2.DLG,3,126,0,No,
Hendak,MONKTU3.DLG,3,126,0,No,
Hendak,MONKTU4.DLG,3,126,0,No,
Hendak,MONKTU5.DLG,3,126,0,No,
Hendak,MONKTU6.DLG,3,126,0,No,
Hendak,MONKTU7.DLG,3,126,0,No,
Hendak,MONKTU8.DLG,3,126,0,No,
Hendak,MONKTU9.DLG,3,126,0,No,
Hendak,MONTAJ.DLG,3,126,0,No,
Hendak,SIRLOT.DLG,3,126,0,No,
Bernard,BERNARD.DLG,3,125,1,Yes,
Bernard,BLANE.DLG,3,125,1,Yes,
Bernard,BOB.DLG,3,125,1,Yes,
Bernard,FTOWBA.DLG,3,125,1,Yes,
Bernard,LOWLGU.DLG,3,125,1,Yes,
Bernard,MTOWBA.DLG,3,125,1,Yes,
Bernard,NARRAT2.DLG,3,125,1,Yes,
Bernard,OHHFAK.DLG,3,125,1,Yes,
Bernard,R101.DLG,3,125,1,Yes,
Bernard,SURREY.DLG,3,125,1,Yes,
Bernard,TAMOKO3.DLG,3,125,1,Yes,
Fsspir3,FSSPIR3.DLG,3,125,0,No,
Valygarj,VALYGARJ.DLG,3,124,0,No,
Hprelate,HPRELATE.DLG,3,123,0,No,
Hprelate,PRELATE.DLG,3,123,0,No,
Ohrhgua1,OHRHGUA1.DLG,3,123,0,No,
Jaheirap,JAHEIRAP.DLG,3,122,0,No,
Jaheirap,KERRAC.DLG,3,122,0,No,
Jaheirap,LASKAL.DLG,3,122,0,No,
Jaheirap,MTOWBA.DLG,3,122,0,No,
Jaheirap,MTOWBEZ.DLG,3,122,0,No,
Jaheirap,MTOWNAZ.DLG,3,122,0,No,
Jaheirap,MULTIG.DLG,3,122,0,No,
Jaheirap,NIKOLA.DLG,3,122,0,No,
Jaheirap,OLIVIA.DLG,3,122,0,No,
Jaheirap,PHAERS.DLG,3,122,0,No,
Jaheirap,PRIILM.DLG,3,122,0,No,
Jaheirap,PRIOBG.DLG,3,122,0,No,
Jaheirap,SKIEP.DLG,3,122,0,No,
Jaheirap,SURREY.DLG,3,122,0,No,
Ohhkork,OHHKORK.DLG,3,121,64,Yes,
Gormad1,GORMAD1.DLG,3,120,0,No,
Kpcapt01,KPCAPT01.DLG,3,119,0,No,
Sahkng01,SAHKNG01.DLG,3,118,0,No,
C6Drizz1,C6DRIZZ1.DLG,3,117,0,No,
Ohrtruth,OHRTRUTH.DLG,3,117,50,Yes,
Ppireni2,PPIRENI2.DLG,3,117,0,No,
Rylock,RYLOCK.DLG,3,117,0,No,
Rylock,SHANDAL.DLG,3,117,0,No,
Rylock,TOURIST.DLG,3,117,0,No,
Sudemin,SUDEMIN.DLG,3,117,0,No,
Bhnalla,BHNALLA.DLG,3,116,0,No,
Ohhburic,OHHBURIC.DLG,3,113,0,No,
Ohhburic,OHRSSM01.DLG,3,113,0,No,
Baronp,BARONP.DLG,3,112,0,No,
Baronp,FRIWEN.DLG,3,112,0,No,
Baronp,FUCKYU.DLG,3,112,0,No,
Baronp,IRONHO.DLG,3,112,0,No,
Ohdvern,OHDVERN.DLG,3,112,42,Yes,
Ohdxach,OHDXACH.DLG,3,110,48,Yes,
Ohdxach,VICONIJ.DLG,3,110,48,Yes,
Bneera25,BNEERA25.DLG,3,108,0,No,
Uddrow04,UDDROW04.DLG,3,108,0,No,
Gorcamb,GORCAMB.DLG,3,107,0,No,
Ohrcollu,OHRCOLLU.DLG,3,107,49,Yes,
Bjan25,BJAN25.DLG,3,105,0,No,
Marlowe,MARLOWE.DLG,3,105,0,No,
Ohhphrey,OHHPHREY.DLG,3,105,56,Yes,
Trgeni01,TRGENI01.DLG,3,105,0,No,
Ohrconf,OHRCONF.DLG,3,104,40,Yes,
Dorn,DORN.DLG,3,102,30,Yes,
Ohrhmfen,OHRHMFEN.DLG,3,102,37,Yes,
Ohrhmfen,OHRSSM01.DLG,3,102,37,Yes,
Ohrssm01,OHRSSM01.DLG,3,102,0,No,
Rigen01,RIGEN01.DLG,3,102,0,No,
Hervo,HERVO.DLG,3,101,0,No,
Hervo,JARDAK.DLG,3,101,0,No,
Hervo,KERRAC.DLG,3,101,0,No,
Hervo,LASKAL.DLG,3,101,0,No,
Hervo,NIKOLA.DLG,3,101,0,No,
Hervo,OCELLI.DLG,3,101,0,No,
Hervo,PHAERS.DLG,3,101,0,No,
Hervo,R179.DLG,3,101,0,No,
Hervo,SHOPNYMP.DLG,3,101,0,No,
Hervo,TICK.DLG,3,101,0,No,
Hervo,TIPIAN.DLG,3,101,0,No,
Hervo,ZORDRAL.DLG,3,101,0,No,
Sarvolo,SARVOLO.DLG,3,101,0,No,
Ohbgerro,OHBGERRO.DLG,3,100,40,Yes,
Ohhkichi,OHHKICHI.DLG,3,100,0,No,
Inspect,INSPECT.DLG,3,99,0,No,
Ohdugoth,OHDUGOTH.DLG,3,99,48,Yes,
Ppworker,PPWORKER.DLG,3,96,0,No,
Scsain,SCSAIN.DLG,3,96,0,No,
Trevil01,TREVIL01.DLG,3,96,0,No,
Uhinn01,UHINN01.DLG,3,96,0,No,
Hexxatp,HEXXATP.DLG,3,95,41,Yes,
Ohbellra,OHBELLRA.DLG,3,95,32,Yes,
Ohbellra,OHBSTANN.DLG,3,95,32,Yes,
Ohbellra,OHBVOGHI.DLG,3,95,32,Yes,
Ohbfeldr,OHBFELDR.DLG,3,95,41,Yes,
Ohbsymm,OHBSYMM.DLG,3,95,38,Yes,
Gordemo,GORDEMO.DLG,3,93,0,No,
Ohnmiron,OHNMIRON.DLG,3,93,44,Yes,
Ohrropml,OHRROPML.DLG,3,93,32,Yes,
Sahbeh01,SAHBEH01.DLG,3,93,0,No,
Udsilver,UDSILVER.DLG,3,93,0,No,
Amsaemon,AMSAEMON.DLG,3,92,0,No,
Trhmer01,TRHMER01.DLG,3,92,0,No,
Udsimyaz,UDSIMYAZ.DLG,3,92,0,No,
Bmazzy25,BMAZZY25.DLG,3,91,0,No,
Jugjer01,JUGJER01.DLG,3,91,0,No,
Ohbmercy,OHBMERCY.DLG,3,91,43,Yes,
Ohbmercy,OHBSTANN.DLG,3,91,43,Yes,
Ohrhgua2,OHRHGUA2.DLG,3,91,0,No,
Ribald,RIBALD.DLG,3,91,0,No,
Tolger,TOLGER.DLG,3,91,0,No,
Udvith,UDVITH.DLG,3,91,0,No,
Ambar01,AMBAR01.DLG,3,90,0,No,
Daleson,DALESON.DLG,3,90,0,No,
Scjerlia,SCJERLIA.DLG,3,90,0,No,
Helmbyr,HELMBYR.DLG,3,88,0,No,
Jan,JAN.DLG,3,88,0,No,
Ppsaem,PPSAEM.DLG,3,88,0,No,
Uhman02,UHMAN02.DLG,3,88,0,No,
Ohbbello,OHBBELLO.DLG,3,87,35,Yes,
Ohbbello,OHBFELDR.DLG,3,87,35,Yes,
Ohbbello,OHBHORT.DLG,3,87,35,Yes,
Ohbbello,OHBMERCY.DLG,3,87,35,Yes,
Ohbbello,OHNBELLO.DLG,3,87,35,Yes,
Ohdrdef,OHDRDEF.DLG,3,86,0,No,
Ohnmeret,OHNMERET.DLG,3,86,45,Yes,
Breg01,BREG01.DLG,3,85,0,No,
Ohhraffi,OHHRAFFI.DLG,3,85,37,Yes,
Ohnhayes,OHNHAYES.DLG,3,85,35,Yes,
Amlich01,AMLICH01.DLG,3,84,0,No,
Riftm01,RIFTM01.DLG,3,84,0,No,
Scyarryl,SCYARRYL.DLG,3,84,0,No,
Latlara,LATLARA.DLG,3,83,0,No,
Ohbcook,OHBCOOK.DLG,3,83,0,No,
Ohbcook,OHBHORT.DLG,3,83,0,No,
Ohbcook,OHBMARDU.DLG,3,83,0,No,
Ohbcook,OHBMERCY.DLG,3,83,0,No,
Ohbcook,OHBSTANN.DLG,3,83,0,No,
Ohhcab25,OHHCAB25.DLG,3,83,44,Yes,
Ohhcab25,OHHFAK.DLG,3,83,44,Yes,
Ohnbarad,OHNBARAD.DLG,3,83,40,Yes,
Ohnfadel,OHNFADEL.DLG,3,83,34,Yes,
Talvilon,TALVILON.DLG,3,83,0,No,
Udardul,UDARDUL.DLG,3,83,0,No,
Lavok,LAVOK.DLG,3,82,0,No,
Lavok,LESTOR.DLG,3,82,0,No,
Lavok,NADARI.DLG,3,82,0,No,
Lavok,NOSFER.DLG,3,82,0,No,
Lavok,TIPIAN.DLG,3,82,0,No,
Lavok,ZORDRAL.DLG,3,82,0,No,
Roger,ROGER.DLG,3,82,0,No,
Bystand2,BYSTAND2.DLG,3,81,0,No,
Bystand2,OHNMOLZA.DLG,3,81,0,No,
Bystand2,SVLAST.DLG,3,81,0,No,
Bystand2,VELVET.DLG,3,81,0,No,
Hgnya01,HGNYA01.DLG,3,81,0,No,
Bkeldo25,BKELDO25.DLG,3,80,0,No,
Ohbhort,OHBHORT.DLG,3,80,39,Yes,
Ohbhort,OHBMARDU.DLG,3,80,39,Yes,
Ppdesh,PPDESH.DLG,3,80,0,No,
Bvalyg25,BVALYG25.DLG,3,79,0,No,
Ohrjolst,OHRJOLST.DLG,3,79,25,Yes,
Sarkis01,SARKIS01.DLG,3,79,0,No,
Ohbcurel,OHBCUREL.DLG,3,78,0,No,
Ohbleoka,OHBLEOKA.DLG,3,78,34,Yes,
Ohngduke,OHNGDUKE.DLG,3,78,30,Yes,
Ohnszass,OHNSZASS.DLG,3,78,38,Yes,
Mazzy5,MAZZY5.DLG,3,77,0,No,
Mazzy5,MAZZYJ.DLG,3,77,0,No,
Mazzy5,OHRCUDDY.DLG,3,77,0,No,
Ohdnaima,OHDNAIMA.DLG,3,77,28,Yes,
Bnalia,BNALIA.DLG,3,76,0,No,
Bnalia,CALDO.DLG,3,76,0,No,
Bnalia,DRYAD.DLG,3,76,0,No,
Bnalia,FLAMEN.DLG,3,76,0,No,
Bnalia,KRUMM.DLG,3,76,0,No,
Bnalia,LARZE.DLG,3,76,0,No,
Bnalia,MCOOK3.DLG,3,76,0,No,
Bnalia,TETHTO.DLG,3,76,0,No,
Bnalia,THEREL.DLG,3,76,0,No,
Bnalia,WINSKI.DLG,3,76,0,No,
Drshsp01,DRSHSP01.DLG,3,76,0,No,
Jahei25J,JAHEI25J.DLG,3,76,0,No,
Jahei25J,JAHEIRAJ.DLG,3,76,0,No,
Lout,LOUT.DLG,3,76,0,No,
Bhaerd25,BHAERD25.DLG,3,75,0,No,
Bminsc25,BMINSC25.DLG,3,75,0,No,
Bminsc25,BRASAA25.DLG,3,75,0,No,
Bylanna,BYLANNA.DLG,3,75,0,No,
Delcia,DELCIA.DLG,3,75,0,No,
Gaal,GAAL.DLG,3,75,0,No,
Gaal,MEMNIS.DLG,3,75,0,No,
Gaal,WOLFW1.DLG,3,75,0,No,
Gaal,WOLFW2.DLG,3,75,0,No,
Hexxa25A,HEXXA25A.DLG,3,75,28,Yes,
Hexxa25A,HEXXA25P.DLG,3,75,28,Yes,
Lyros,LYROS.DLG,3,75,0,No,
Lyros,MENDA3.DLG,3,75,0,No,
Maevar,MAEVAR.DLG,3,75,0,No,
Maevar,SHANDAL.DLG,3,75,0,No,
Maevar,THEREL.DLG,3,75,0,No,
Shthlt02,SHTHLT02.DLG,3,75,0,No,
Vicon25J,VICON25J.DLG,3,75,0,No,
Vicon25J,VICONIJ.DLG,3,75,0,No,
Firkra02,FIRKRA02.DLG,3,74,0,No,
Ppireni1,PPIRENI1.DLG,3,74,0,No,
Bdorn25,BDORN25.DLG,3,73,0,No,
Mazzy,MAZZY.DLG,3,73,0,No,
Ohdplanl,OHDPLANL.DLG,3,73,33,Yes,
Uhogre01,UHOGRE01.DLG,3,73,0,No,
Dadrow03,DADROW03.DLG,3,72,0,No,
Dadrow03,DADROW3.DLG,3,72,0,No,
Hellsare,HELLSARE.DLG,3,72,0,No,
Minsca,MINSCA.DLG,3,72,0,No,
Meronia,MERONIA.DLG,3,71,0,No,
Meronia,RIGGILO.DLG,3,71,0,No,
Ohrhmkel,OHRHMKEL.DLG,3,71,24,Yes,
Balth,BALTH.DLG,3,70,0,No,
Bnalia25,BNALIA25.DLG,3,70,0,No,
Gorsal,GORSAL.DLG,3,70,0,No,
Keldor,KELDOR.DLG,3,70,0,No,
Keldor,MCOOK6.DLG,3,70,0,No,
Keldor,MTOB6.DLG,3,70,0,No,
Keldor,NOBL14.DLG,3,70,0,No,
Keldor,PROST4.DLG,3,70,0,No,
Keldor,PROST5.DLG,3,70,0,No,
Keldor,PROST7.DLG,3,70,0,No,
Keldor,PROST8.DLG,3,70,0,No,
Keldor,SEWERC.DLG,3,70,0,No,
Keldor,VOLO.DLG,3,70,0,No,
Sassar,SASSAR.DLG,3,70,0,No,
Sassar,SHARA1.DLG,3,70,0,No,
Sassar,THEREL.DLG,3,70,0,No,
Sassar,WOLFW2.DLG,3,70,0,No,
Sassar,WOLFW3.DLG,3,70,0,No,
Bazeye01,BAZEYE01.DLG,3,69,0,No,
Bystand1,BYSTAND1.DLG,3,69,0,No,
Hamek,HAMEK.DLG,3,69,0,No,
Hamek,MEKRAT.DLG,3,69,0,No,
Hamek,MEKRATH.DLG,3,69,0,No,
Ohblaris,OHBLARIS.DLG,3,69,1,Yes,
Ohdazoth,OHDAZOTH.DLG,3,69,33,Yes,
Jarlaxle,JARLAXLE.DLG,3,68,0,No,
Mairyn,MAIRYN.DLG,3,68,0,No,
Ohralor2,OHRALOR2.DLG,3,68,0,No,
Ohrphm,OHRPHM.DLG,3,68,0,No,
Ohhdrago,OHHDRAGO.DLG,3,67,0,No,
Ohnkirik,OHNKIRIK.DLG,3,67,0,No,
Ptagget,PTAGGET.DLG,3,67,0,No,
Sewerm1,SEWERM1.DLG,3,67,0,No,
Sewerm1,VOLO.DLG,3,67,0,No,
Udsvir03,UDSVIR03.DLG,3,67,0,No,
Sudeminx,SUDEMINX.DLG,3,66,0,No,
Corgeig,CORGEIG.DLG,3,65,0,No,
Ohnknock,OHNKNOCK.DLG,3,65,31,Yes,
Tbbelt,TBBELT.DLG,3,65,0,No,
Tbbelt,TTBELT.DLG,3,65,0,No,
Bcernd25,BCERND25.DLG,3,64,0,No,
Habrega,HABREGA.DLG,3,64,0,No,
Imoen2J,IMOEN2J.DLG,3,64,0,No,
Loutcapt,LOUTCAPT.DLG,3,64,0,No,
Bodhi2,BODHI2.DLG,3,63,0,No,
Famil2,FAMIL2.DLG,3,63,0,No,
Kayl2,KAYL2.DLG,3,63,0,No,
Ohrlemp,OHRLEMP.DLG,3,63,30,Yes,
Amcarras,AMCARRAS.DLG,3,62,0,No,
Cor,COR.DLG,3,62,0,No,
Cor,FTOBE2.DLG,3,62,0,No,
Cor,NOBL9.DLG,3,62,0,No,
Cor,OGRMA3.DLG,3,62,0,No,
Cor,SMITH.DLG,3,62,0,No,
Famil225,FAMIL225.DLG,3,62,0,No,
Ohnzavia,OHNZAVIA.DLG,3,62,32,Yes,
Trinnk01,TRINNK01.DLG,3,62,0,No,
Ohnregi,OHNREGI.DLG,3,61,29,Yes,
Terrece,TERRECE.DLG,3,61,0,No,
Terrece,YAGO.DLG,3,61,0,No,
Wilson,WILSON.DLG,3,61,0,No,
Fsridd,FSRIDD.DLG,3,60,0,No,
Pircor01,PIRCOR01.DLG,3,60,0,No,
Pircor01,XXXXYY.DLG,3,60,0,No,
Pircor05,PIRCOR05.DLG,3,60,0,No,
Plgirl01,PLGIRL01.DLG,3,60,0,No,
Sarcpt01,SARCPT01.DLG,3,60,0,No,
Scsarles,SCSARLES.DLG,3,60,0,No,
Trskin06,TRSKIN06.DLG,3,60,0,No,
Wish25,WISH25.DLG,3,60,0,No,
Keldorp,KELDORP.DLG,3,59,0,No,
Keldorp,TAKIYAH.DLG,3,59,0,No,
Keldorp,WINSKI.DLG,3,59,0,No,
Keldorp,ZEKE.DLG,3,59,0,No,
Ohhstone,OHHSTONE.DLG,3,59,0,No,
Ohrherat,OHRHERAT.DLG,3,59,18,Yes,
Xc6Elxxx,XC6ELXXX.DLG,3,59,0,No,
Bedwin25,BEDWIN25.DLG,3,58,0,No,
Hellprid,HELLPRID.DLG,3,58,0,No,
Ohblngns,OHBLNGNS.DLG,3,58,0,No,
Riftg01,RIFTG01.DLG,3,58,0,No,
Aataqah,AATAQAH.DLG,3,57,0,No,
Aataqah,GAMES3.DLG,3,57,0,No,
Aataqah,GAMES4.DLG,3,57,0,No,
Aataqah,MRSHADE.DLG,3,57,0,No,
Aataqah,NESSIE.DLG,3,57,0,No,
Aataqah,REGINA.DLG,3,57,0,No,
Aataqah,SPENGIL.DLG,3,57,0,No,
Aataqah,WHELP.DLG,3,57,0,No,
Daabol,DAABOL.DLG,3,57,0,No,
Dadrow12,DADROW12.DLG,3,57,0,No,
Pircor02,PIRCOR02.DLG,3,57,0,No,
Scdur,SCDUR.DLG,3,57,0,No,
Bdact05,BDACT05.DLG,3,56,0,No,
Ffbart,FFBART.DLG,3,56,0,No,
