StrRef,Speaker,Text,WAV_Reference,Chapter,Source_File
14698,Jaheira,I doubt we would have come this far if a battle were not distracting our host! We will exact punishment when we can; there is no point in dying here.,,1,JAHEIRAJ
14699,Jaheira,"I expect less of you with each utterance. I have said what I know, and you can take it or leave it. Ask around and you will know I speak the truth.",,1,JAHEIRAJ
14700,Jaheira,"I was wondering the same, though we are not all that far from home and organizations can span continents. Perhaps it is not an individual that seeks our heads.",,1,JAHEIRAJ
14706,Jaheira,I do not know the city well enough to give directions though. We will have to seek out the slums. Perhaps we may find who holds Imoen still.,,1,JAHEIRAJ
14715,Jaheira,"Perhaps in the slums, we will find who planned this, or who has Imoen still. I have heard that the Copper Coronet is a good place to find information.",,1,JAHEIRAJ
14981,Jaheira,"I can speak for myself, human. And I can assure you that I am not ""available,"" as you put it.",,1,JAHEIRAJ
15154,Minsc,"you decides if I enjoy my spirits. Such friendly froth sometimes makes me dizzy, but I thank you for the offer. So does Boo.",,1,MINSCJ
15401,Jaheira,*yawn*... I'm... I live to see the Earthmother's dawn once more? Then... then you have succeeded. Excellent. And Ployer? What of him?,,1,JAHEIRAP
15407,Jaheira,Indeed. I am glad to be rid of his foul curse. Odd bit of magic that. Onward then. I am fit for travel.,,1,JAHEIRAP
15408,Jaheira,"I have you to thank, I assume. Of course I do. You have proven quite the friend. Shall we... continue our adventures? I believe I am fit for travel.",,1,JAHEIRAP
15409,Jaheira,I am sorry to have caused you all this trouble. I shall just have them kill me outright in the future. Do not say a word. Let us go.,,1,JAHEIRAP
15410,Jaheira,Good riddance. I should have done such years ago when I discovered him and his network. Harper justice for the wicked. Shall we go? I am fit for travel.,,1,JAHEIRAP
15461,Minsc,I am not impressed by fighting slaves. But I would CRUSH any true opponent who dared to face me!,,1,MINSCJ
15478,Jaheira,"It is good to be back in the company of friends, is it not? I did miss being able to partake in the camaraderie.",,1,JAHEIRAP
15485,Jaheira,"I am ready and willing, and I thank you for not indulging my illness. Weak I may have been, but I'll not have anyone coddle me.",,1,JAHEIRAP
15493,Jaheira,"That might be best, though I shall not impose upon my druidic brethren further. I shall wait at the Harper base within Athkatla. Yes, that would be best.",,1,JAHEIRAP
15508,Jaheira,"There you are! I-I missed you while I was gone. I-I mean... well, I am glad to see you. I must tell you, however, that we must go to the Harper Hold in Athkatla.",JAHEIRE2,1,JAHEIRAP
15959,Minsc,You are coming from Rashemen? I remember it fondly and hope to take Boo to see it once I have completed my dajemma.,,1,MINSCJ
15960,Minsc,No. Boo is my hamster. And Boo is my friend.,,1,MINSCJ
16040,Jaheira,"Hail there! I said I would return, and I have. Sorry to have kept you waiting, but there were things I had to take care of. Now that we have met once again, there is something I must ask of you. We must go... we must go to the Harper Hold in Athkatla.",JAHEIRE3,1,JAHEIRAP
16092,Jaheira,"Do I know of you? Have you reason to subject me to your rude manner? I have no coin, if that is your wish.",,1,JAHEIRAJ
16093,Jaheira,I do not follow by a stranger's command. Who are you?,,1,JAHEIRAJ
16095,Jaheira,"I... Yes, I see. If you would give me a moment, I will do what needs be done.",,1,JAHEIRAJ
16097,Jaheira,"Relax, I will not be gone long. Please, I will explain when I return. I... I do not wish to be apart from you too long. I will return when I can.",,1,JAHEIRAJ
16098,Jaheira,"Try not to worry, I can take care of myself. I will return as soon as possible. I have obligations elsewhere that must be attended to.",,1,JAHEIRAJ
16099,Jaheira,"I have obligations elsewhere. Worry not, I will return shortly. You will survive without me for a time.",,1,JAHEIRAJ
16150,Jaheira,"No one is disputing that, but I do have obligations outside the group. I will return when I am able.",,1,JAHEIRAJ
16153,Jaheira,"I have been asked to bring you, and we must go soon. They will allow us to pass the wards of the door, but I must be with you, and I must be conscious.",,1,JAHEIRAP
16210,Jaheira,"I thank you, and I... I will tell you what I can when it is time. I am sorry... I am sorry to ask this of you, but it is my duty to do so. Come, let us go.",,1,JAHEIRAP
16212,Jaheira,"Thank you, I am glad to be back in your company. I only wish it were not under such circumstances. Come, we must go. I will explain more when it is time.",,1,JAHEIRAP
16433,Jaheira,Remember your obligations elsewhere. We have to go to the Harper Hold in Athkatla as soon as possible. It would not be good to keep them waiting too long.,,1,JAHEIRAJ
16434,Jaheira,"We should make our way to the Harper Hold in Athkatla as soon as we are able. I do not look forward to the trip any more than you do, but we must.",,1,JAHEIRAJ
16436,Jaheira,"Please, it is very important that we go to the Harper Hold in Athkatla. They were very insistent that I bring you there, and we must go soon.",,1,JAHEIRAJ
16577,Jaheira,"I am a Harper in my heart; you know this. It is my duty to bring you to them, but... but I no more want to make the trip than you do. Nevertheless, we must go.",,1,JAHEIRAJ
16579,Jaheira,"Very true, but I am a Harper, as you know. They ask that I bring you. I will not make you go, and I will not leave you, but eventually we must.",,1,JAHEIRAJ
16580,Jaheira,"Harpers will wait an eternity for vengeance or justice, though defining the two is sometimes difficult. They made it clear I was to bring you to them.",,1,JAHEIRAJ
16583,Jaheira,"Please, do not make this difficult. I have a duty to take you, and I will not rest easy until we have gone. I will not force you, but eventually we must go.",,1,JAHEIRAJ
16764,Jaheira,"Your welcome is forced, Galvarey. You know I am here at the bidding of the Herald. Why have you come to greet me? This is too important to waste time on you.",,1,JAHEIRAJ
16795,Jaheira,You are no Herald! What is going on here?,,1,JAHEIRAJ
16803,Jaheira,I know you are an ambitious fool. You cannot be sanctioned to do this. Even this gaudy base is against our usual restraint. The position of Herald requires...,,1,JAHEIRAJ
16810,Jaheira,"Fine, set about with your questions so I can get on with my job as well.",,1,JAHEIRAJ
16835,Jaheira,Please.,,1,JAHEIRAJ
16838,Jaheira,"Galvarey, siblings we are in Harper blood, but if you do not cease your tongue, I shall remove it!",,1,JAHEIRAJ
17017,Jaheira,"Mind yourself, this is very serious.",,1,JAHEIRAJ
17060,Jaheira,"Please, do not make this difficult for yourself.",,1,JAHEIRAJ
17086,Jaheira,"You are twisting their words, Galvarey. That is not what they meant.",,1,JAHEIRAJ
17090,Jaheira,Why do you ask the question if you are going to infuse the answer with your own meaning? you would never...,,1,JAHEIRAJ
17094,Jaheira,Only in your mind. This is a farce!,,1,JAHEIRAJ
17177,Jaheira,This is a difficult situation! Would you react any different?,,1,JAHEIRAJ
17216,Jaheira,What has *that* to do with anything?,,1,JAHEIRAJ
17325,Jaheira,"And also the sky, or the ocean! You are so intent on seeing what you wish the answer does not matter!",,1,JAHEIRAJ
17337,Jaheira,"And also of apples, or the rose! You are so intent on seeing what you wish the answer does not matter!",,1,JAHEIRAJ
17341,Jaheira,"And also of the sun above, or the daisy! You are so intent on seeing what you wish the answer does not matter!",,1,JAHEIRAJ
17343,Jaheira,"And also of the grass, or the leaves in the trees! You are so intent on seeing what you wish the answer does not matter!",,1,JAHEIRAJ
17345,Jaheira,"And also of the night sky, or the coat of a fine steed! You are so intent on seeing what you wish the answer does not matter!",,1,JAHEIRAJ
17350,Jaheira,"Now you are really stretching! What of clouds that bring life to the soil, or the purity of undyed wool? You see what you wish; the answer does not matter!",,1,JAHEIRAJ
17355,Rielev,"This... unit that contains me is powered by cells, by crystals. Take them and I can sleep... die... again die at last.",,1,RIELEV
17356,Rielev,"I know you are prisoners. Some things do not change. You must escape this place and the master's experiments. There are others... like me, but of more recent experiments...",,1,RIELEV
17433,Jaheira,"Thank you, but no. Tonight I am fine as I am.",,1,JAHEIRAJ
17441,Jaheira,"But you were to see you as they is, not as you expected them to be! I was to bring them here so...",,1,JAHEIRAJ
17449,Jaheira,"I am sorry, this was not my intent at all! I thought...",,1,JAHEIRAJ
17450,Jaheira,"Indeed, Galvarey, what is it you intend? This is not as we had discussed...",,1,JAHEIRAJ
17452,Jaheira,My... what? You are questioning me? You subject him to this... this witch hunt and you think I am the one that is to be questioned?,,1,JAHEIRAJ
17454,Jaheira,And what if they will restore the balance? What if their intent is good?,,1,JAHEIRAJ
17457,Jaheira,"As Harpers, we respect others!",,1,JAHEIRAJ
17459,Jaheira,"It is as good as death and you know it, Galvarey!",,1,JAHEIRAJ
17469,Jaheira,"Nay, Galvarey, there is but you and your four lackeys. I will have no part in this!",,1,JAHEIRAJ
17472,Jaheira,"I... I will stand by your side if you will have me. You are... you are better than this, I know. I...",,1,JAHEIRAJ
17475,Jaheira,"So... so be it, then. I will... I must not... I will have no part in either side of this!",,1,JAHEIRAJ
17477,Jaheira,These are no friends of mine! I do not recognize them!,,1,JAHEIRAJ
17479,Jaheira,"Harpers may interfere, but it is for the greater good! Not this! I don't know you!",,1,JAHEIRAJ
17480,Jaheira,you are my comrade in arms. I know you are good and true in heart. I will fight with you against this!,,1,JAHEIRAJ
17481,Jaheira,"I am Harper. I cannot fight by your side against my own, but I will not take part in this! I... I cannot side with either. Goodbye.",,1,JAHEIRAJ
17707,Jaheira,It is about time you returned; I have been waiting here for who knows how long! We'd best get back together and get moving; I'll not serve nature or my fallen comrades by sitting about here.,JAHEIRE4,1,JAHEIRAP
17712,Jaheira,"Your loss, to be sure. I'll be here or in the vicinity. I want to be sure you can find me. We are bound on the same course, though different paths.",,1,JAHEIRAP
17713,Jaheira,Good and done. We should make all speed to our destination.,,1,JAHEIRAP
17714,Jaheira,"You have returned to my company, but I no longer know you. Tales of your deeds have spread before you... and the Harpers have kept certain tabs on you at all times. You will find no quarter here! Justice will take you!",JAHEIRE5,1,JAHEIRAP
17715,Jaheira,"I-I had hoped to see you again. I... ah, that is, it is good to see you well! I have heard good things... for the most part at least. Shall we team once more? You and I both have much left to do.",JAHEIRH9,1,JAHEIRAP
17735,Jaheira,"I will, but only as a comrade in arms. Perhaps there was a chance for more, but no longer. It is for the best; we have friends to avenge.",,1,JAHEIRAP
17737,Jaheira,"For... yes, for the sake of the group. We have friends to avenge and should get to it. Other... other things will wait. Yes, I will come with you.",,1,JAHEIRAP
17739,Jaheira,"Yes... yes, it is best to move on. I will be here or near here if you should change your mind, but I think we will always be separate in some measure now.",,1,JAHEIRAP
17740,IDRYAD2,But he has taken the acorns. He knows of our plans. It amuses him.,,1,IDRYAD2
17741,IDRYAD3,He has left our acorns with Ilyich. Ilyich is mean!,,1,IDRYAD3
17746,IDRYAD3,"Ilyich is the clan chief of the master's duergar slaves. He is somewhere within the dungeon. Return to us when you have the acorns, and we will tell you how to escape.",,1,IDRYAD3
17749,IDRYAD3,"You must get our acorns back from Ilyich, the clan leader of Irenicus's duergar slaves. He is somewhere within the dungeon. Return to us when you have the acorns, and we will tell you how to escape.",,1,IDRYAD3
17750,Jaheira,"It is about time you followed. Please, we should not keep them waiting any longer. The Harpers bid me to bring you here and expect me to do so. I will join the group once more, and we will go inside.",JAHEIRE6,1,JAHEIRAP
17759,IDRYAD3,You have done a noble thing for us. Please take these acorns to the Fairy Queen who lives northeast of the human settlement called Trademeet.,,1,IDRYAD3
17770,IDRYAD2,"You must get our acorns back from Ilyich, the clan leader of Irenicus's duergar slaves. He is somewhere within the dungeon. Return to us when you have the acorns, and we will tell you how to escape.",,1,IDRYAD2
17774,IDRYAD2,You have done a noble thing for us. Please take these acorns to the Fairy Queen who lives in the south end of the Windspear Hills.,,1,IDRYAD2
17775,Jaheira,"I... won't allow that. No, it is best if I am with you. You will not get a fair heari... eh... What I mean is they will respect you more if I vouch for you.",,1,JAHEIRAP
17779,IDRYAD1,"You must get our acorns back from Ilyich, the clan leader of Irenicus's duergar slaves. He is somewhere within this dungeon. Return to us when you have the acorns, and we will tell you how to escape.",,1,IDRYAD1
17788,IDRYAD1,You have done a noble thing for us. Please take these acorns to the Fairy Queen who lives in the south end of the Windspear Hills.,,1,IDRYAD1
17789,Jaheira,You've got the key that fits? Then open the door already. Must I hand-walk you through this?,,1,JAHEIRA
17795,Jaheira,"What is this? Reviane! What are you doing here? It is I, Jaheira!",JAHEIR96,1,JAHEIRAJ
17798,Jaheira,"What? If this is about the attack at the Harper Hold, you know I would not do such a thing if I had any alternative! They left me no choice!",,1,JAHEIRAJ
17800,Jaheira,"It was Galvarey; he had me bring my companion there on the pretense of determining their danger, but he had no intention of letting you leave once there.",,1,JAHEIRAJ
17807,Jaheira,"Bah! He was a fool bent on advancing his own station! His intent was to use you as a trophy, hoping to gain enough influence to become a Herald!",,1,JAHEIRAJ
17819,Jaheira,As you wish. Reviane is of interest because they is one of the Children. Galvarey wished to capitalize on the fear around the prophecies of old.,,1,JAHEIRAJ
17825,Jaheira,"If that is your wish. Reviane, suffice to say that Galvarey had an unhealthy interest in my compatriot. You must trust me in this matter.",,1,JAHEIRAJ
17826,Jaheira,"you has proven that they is not a slave to their origins, just as Galvarey proved that calling oneself a Harper is not enough to make you one in your heart.",,1,JAHEIRAJ
17831,Jaheira,"You must do as you will, Reviane. I have told you my circumstance; there is little more for me to say.",,1,JAHEIRAJ
17840,Jaheira,"If you attack, you are no better than Galvarey. I will meet your threats with whatever force that I can! Do not do this. Harpers seek the truth...",,1,JAHEIRAJ
17846,Jaheira,"I will not draw arms against you, Reviane. This has been a huge mistake, and I will not be party to making another.",,1,JAHEIRAJ
17882,Jaheira,"As am I, Reviane.",,1,JAHEIRAJ
17945,PORTAL,"I see. If you are loyal followers, then I have little choice but to fight. You shall not take me peaceably to my doom at the hands of my ancestor, of that I am certain.",,1,PORTAL
17950,PORTAL,"My proposal is that we return to the city and enter the sphere. That way, I will know if Lavok lives. If he does, we can exterminate his ghoulish existence once and for all.",,1,PORTAL
17961,PORTAL,I refuse. I prefer the goodwill of the Cowled Wizards and the reward for you.,,1,PORTAL
17967,PORTAL,The wizards have not been entirely truthful. How do you propose we solve this?,,1,PORTAL
17972,PORTAL,The wizards will not rest until they get inside the sphere. And one cannot hope to stand up to the them for long... at least not without steady hands at one's back.,,1,PORTAL
17975,PORTAL,Who are you that makes you so special? How do I know you are not lying to me?,,1,PORTAL
17981,PORTAL,"Wait! I've a proposal, if you are but willing to hear it!",,1,PORTAL
17992,PORTAL,"I am the last of the Corthala line. That may mean little to you, but it means plenty to Lavok. When Lavok left Athkatla in the sphere, he was already many centuries old.",,1,PORTAL
18237,Jaheira,Der... Dermin? Is that you? It has been some time.,JAHEIRA1,1,JAHEIRAJ
18238,Jaheira,"What is the matter, Dermin? You would not have let me walk on by, would you? I know we did not always see eye to eye, but I assure you, the respect...",,1,JAHEIRAJ
18240,Jaheira,"Of... of course, you were the one that introduced me to the Harpers.",,1,JAHEIRAJ
18242,Jaheira,"What... what are you getting at, Dermin?",,1,JAHEIRAJ
18245,IDRYAD3,You are very noble to risk your own safety to free the djinni. We have the flask and shall give it to you.,,1,IDRYAD3
18325,Jaheira,I see. And what power has decided that I should be killed? I serve nature and protect the good of the land through my work as a Harper. Who have I offended?,,1,JAHEIRAJ
18384,Ilyich,"Be alert, laddies! We've got company. Ho, prisoners! Ye've come to th' wrong place, I tell ye true! Ilyich and 'is boys'll stop you!",DWARF03,1,ILYICH
18447,Ilyich,"Suffice to say, this place is your doom. By the time the master returns, you shall be dead and we shall be rewarded. At 'em, lads! No mercy!",,1,ILYICH
18449,Ilyich,I won't be givin' 'em to you. Come and get 'em... if you can!,,1,ILYICH
18450,Ilyich,"At 'em, lads! No mercy!",,1,ILYICH
18488,Jaheira,I have washed my hands of the incident in the Harper Hold. Galvarey was in the wrong and brought his fate upon himself.,,1,JAHEIRAJ
18490,Jaheira,"He was in the wrong! Of that I am certain! Galvarey sought to imprison you for his own gain, and I took the side of right. I could do no other!",,1,JAHEIRAJ
18493,Jaheira,"This is wrong, Dermin. This is not the right solution.",,1,JAHEIRAJ
18498,Jaheira,"Do not concern yourself. This was the only course open, even if... I... I wish to not talk of this. This matter is... is behind me. Onward, we have much to do.",,1,JAHEIRAJ
18499,Jaheira,"I thank you, but part of me is gone. I... I will speak no more of this. This is behind me. I must go forward. Come, we have friends to avenge.",,1,JAHEIRAJ
18500,Jaheira,Dermin... I...,,1,JAHEIRAJ
18501,Jaheira,"Dermin, I cannot do as you ask. You are in the wrong, as was Galvarey. I was right to choose you's side, and it is your loss if you cannot see this.",,1,JAHEIRAJ
18503,Jaheira,"This is not justice. This is revenge for a lie, a falsehood that none seem bothered to find the truth behind. If this is Harper justice, then I...",,1,JAHEIRAJ
18505,Jaheira,"If this is the justice you represent, then I... I renounce you. I renounce... I renounce my life as a Harper.",,1,JAHEIRAJ
18507,Jaheira,"It would seem I am the only one that has thought any of this through. You do not, Galvarey did not, and now the Harpers out for blood do not.",,1,JAHEIRAJ
18508,Jaheira,"I mourn many fellows of the Harp, but they died fighting for balance and truth. Galvarey did not, and this matter cheapens their loss. I will not be party to it.",,1,JAHEIRAJ
18518,Jaheira,"It is their... it is my duty to ""meddle,"" you. It is only this instance where they are wrong. I cannot go along with this.",,1,JAHEIRAJ
18527,Jaheira,"you... you do not trust my judgment either? I have stood by you through the mistakes of my own kind, and you still keep your guard around me?",,1,JAHEIRAJ
18532,Jaheira,"No... no... I do not think it is. You are advocating revenge without thought. You are not giving the balance its due. I... I have little choice here, I think.",,1,JAHEIRAJ
18534,Jaheira,"Dermin... Dermin, I renounce my life as a Harper.",,1,JAHEIRAJ
18536,Jaheira,"You are right, of course, and they has proven it. No, I think it best if I return to tending the balance with my druidic brethren.",,1,JAHEIRAJ
18538,Jaheira,"That it is. I know you will not upset the balance, but if you change, we will meet again. I will not be happy if you cheapen my choice here today.",,1,JAHEIRAJ
18546,Jaheira,"It shall not be peaceful, but it is clearer than the course you are on. Goodbye, Dermin.",,1,JAHEIRAJ
18551,Jaheira,"Garbage? Do you comprehend the magnitude of what I have done? Do you see... what... no, I will not cheapen this moment by arguing with you.",,1,JAHEIRAJ
18552,Jaheira,"find your own way. See to it that you continue the course we began. Do not make a liar of me, or we will meet again under violent circumstances.",,1,JAHEIRAJ
18555,Jaheira,"You are no burden; you are why I go on. I have friends to avenge, but life is also for the living. My life is worth pursuing. I... I hope you agree.",,1,JAHEIRAJ
18556,Jaheira,"Come, enough sadness for the day. We have much to do, and... and together we will not fail.",,1,JAHEIRAJ
18557,Jaheira,"I take strength from the group, but... more so in your company. I have friends to avenge, but life is also for the living. Life is worth pursuing. I... I hope you agree.",,1,JAHEIRAJ
18637,Jaheira,But... what?,,1,JAHEIRAJ
18639,Jaheira,"Not the way they tell it, Bernard. You know me, so trust in what I do.",,1,JAHEIRAJ
18654,Jaheira,"This group is yours to reform as you see fit, though dropping me for another does not seem like the wisest choice. I will abide by your decision though.",JAHEIRE9,1,JAHEIRAP
18760,Jaheira,"Jaheira is what I am called, as you should well know. We have traveled together for some time, and the places we have gone number too many to name.",,1,JAHEIRA
18763,Jaheira,"I cannot stay here, however. I will probably be in Athkatla, as the Harpers have a base of sorts within. If you can find it, that's where I'll be.",,1,JAHEIRAP
18767,Jaheira,"Perhaps... this will be for the best. I will try to find assistance from my fellow druids, southwest of Trademeet. They will be able to help, I am sure.",,1,JAHEIRAP
18770,Jaheira,"If you find Ployer in the meantime, be sure to kill him once for me. I would very much appreciate it.",,1,JAHEIRAP
18772,Jaheira,"This... this is unexpected. I had thought we were closer than simple group comrades. Not that I doubt you, but should I leave the group, I doubt things will be the same between us.",JAHEIRF1,1,JAHEIRAP
18776,Jaheira,"I do not wish to leave your... company. Certainly you must still want me around? You have said as much, even if not using those exact words.",,1,JAHEIRAP
18783,Jaheira,I am glad of this. I have... I have high hopes for what we will accomplish in the future.,,1,JAHEIRAP
18785,Jaheira,"You may, but it will not be the same. I will likely be in Athkatla, near the Harper Hold that is there. Take your time in finding me.",,1,JAHEIRAP
18788,Jaheira,"I see. If this is the way it shall be... I will probably be in Athkatla, near the Harper Hold. You may seek me there, though it matters little.",,1,JAHEIRAP
18793,Jaheira,"This is not wise. We should be making all haste to the Harper Hold in Athkatla. I... I do not look forward to the trip, so I will not force you to go, but it would be best if you complied.",JAHEIRF2,1,JAHEIRAP
18797,Jaheira,I will await your arrival at the Hold. They will have my assurances that you are on your way. Do not make a liar of me.,,1,JAHEIRAP
18798,Jaheira,I fear the actions of my fellow Harpers may have colored your view of me. I assure you I wish to be in no other place than by your side.,JAHEIRF3,1,JAHEIRAP
18819,Jaheira,Have I... have I made a mistake investing my time in you? I doubt I will see you in the same fashion if I can be cast aside as any other party member.,,1,JAHEIRAP
18824,Jaheira,I... I see. Then I was foolish. I will not... show such weakness again. I will be at the Harper Hold in Athkatla. I look forward... I will await you there.,,1,JAHEIRAP
18825,Jaheira,Then I will stay. Please do not suggest such things again. We must make haste to the Harper Hold in Athkatla. They will not wait forever.,,1,JAHEIRAP
18826,Jaheira,"I... I beg your pardon? I may have misheard your decision; you... you wish me to leave? But... I wish to be no other place than here, with... with you. I could not come back if I am wrong. Tell me you have misspoken.",JAHEIRF4,1,JAHEIRAP
18829,Jaheira,That is good to know. I have few others to turn to now and I... I value our time together.,,1,JAHEIRAP
18830,Jaheira,Curse me for a fool then. Why I thought... I will not show such weakness again. So be it; I will venture off on my own.,,1,JAHEIRAP
18831,Jaheira,I am not sure where I will go. Goodbye. I do not think we will meet again.,,1,JAHEIRAP
18832,Jaheira,What? You cannot mean- I stood by you through a very difficult time; I have turned my back on many of my own brethren! Am I to be cast aside like any other member of the group? I'm not sure I could return after something like this.,JAHEIRF5,1,JAHEIRAP
18835,Jaheira,"I thank you. I have a lot invested in this group, and I should not like to leave just yet.",,1,JAHEIRAP
18836,Jaheira,"I see. Well, I will not waste my breath arguing. I will go... I cannot go to the Harpers here. I will go... where? Goodbye, I doubt we shall meet again.",,1,JAHEIRAP
18889,Yoshimo,"These little beasties keep coming in through the portals. Perhaps if the portals are destroyed, one could defeat the beasts that have already come through.",,1,YOSHIMO
18900,Yoshimo,"These little beasties keep coming in through the portals. Perhaps if the portals are destroyed, one could defeat the beasts that have already come through.",,1,YOSHIMO
18902,Yoshimo,I have noticed that each wand is locked into the pedestal and could be removed if one had the proper key. I know not where these keys are. Let us begin!,,1,YOSHIMO
19435,Jaheira,"Do... I know you? I... Your voice is familiar, but I cannot place your face.",JAHEIRC2,1,JAHEIRAJ
19437,Jaheira,"We met among the Harpers, did we not? I am through with them. Many a decent person I met, but damned if I'll be crucified for the failures of their own.",,1,JAHEIRAJ
19455,Jaheira,Then do so. I wish this matter behind me once and for all.,,1,JAHEIRAJ
19689,Jaheira,Ah... I...,JAHEIRD8,1,JAHEIRAJ
19699,Jaheira,I... I don't know.,,1,JAHEIRAJ
19717,Jaheira,"Undoubtedly. I would do as such again without hesitation. you is proven decent, and others are all the more fools for not seeing so.",JAHEIRD9,1,JAHEIRAJ
19736,Jaheira,"I... I believe I have placed a proper name to your manner, now that I have experienced it up close. I should have thought you fond of anagrams, ""Terminsel.""",,1,JAHEIRAJ
19752,Imoen,"Wake up, you! Wake up! Come on, we have to get outta here!",IMOEN01,1,IMOEN10
19757,Imoen,"He messed with your head too, huh? All I know is we were near Baldur's Gate and got jumped.",,1,IMOEN10
19758,Imoen,I don't think I want to remember it all. He's been... doing things... to us. we have to get out of here!,,1,IMOEN10
19759,Imoen,"Who am I? He messed with your head too, huh? I'm Imoen. We lived in the same place for years.",,1,IMOEN10
19765,Imoen,"You'd better make yourself ready right quick, you goon! Don't you remember getting dragged here?",,1,IMOEN10
19772,Imoen,I guess I can't blame you for forgetting. All I remember is us getting jumped near Baldur's Gate. It was quick...,,1,IMOEN10
19789,Imoen,"It must be because he's been messing with our heads. I don't remember much, but I know it... it hurt. I just have to get out of here.",,1,IMOEN10
19800,Imoen,"Come on, don't make me think of it. He did the same to you, I think. I heard you screaming like it, anyway.",,1,IMOEN10
19807,Imoen,"Yeah, me too, but my head hurts the most. Yours too by the sound of the screaming. We just have to get out of here.",,1,IMOEN10
19886,Imoen,"Later! I'm sorry, but I'm not sure I could get loose again if he came back! My head hurts so bad...",,1,IMOEN10
19915,Imoen,"It isn't like a normal pain. it's on the inside, like my bones made a little dagger and it won't go away.",,1,IMOEN10
19918,Imoen,"Good, because I don't know if I could get loose again if I had to. Not with the pain in my head...",,1,IMOEN10
19922,Imoen,There was fighting... my cell was damaged. I don't know if I could get out again. The pain in my head is getting worse.,,1,IMOEN10
19929,Imoen,"I don't think it's our gear. They probably sold our best stuff, but anything is better than nothing. Now let's go!",,1,IMOEN10
19946,Imoen,"Good, I didn't want to go by myself. I need you around. Don't want to be here alone.",,1,IMOEN10
19950,Imoen,"Stop being like that! I know it's just because he messed with your head, but that excuse only goes so far.",,1,IMOEN10
19951,Rielev,"I was a... faithful hound to the master. A friend, even. I was... dying... or dead, I cannot remember which. Truly you are a stranger to this place.",,1,RIELEV
19953,Imoen,"I'm not going to step on your tail. You've been the responsible one forever, and I don't plan on making changes here.",,1,IMOEN10
19955,Rielev,"I begin to understand. The master has left my side for study of another. He seeks to awaken power... a study of life and death, but I cannot bear the roll of years.",,1,RIELEV
19989,Minsc,"My anger is under complete control! Complete! I will control it as I rip limb from limb, I will control it as I pound head after head, and I will control...",,1,MINSCA
19990,Minsc,Our travels are the stuff of legend! Our victories the subject of song! How could I not follow to find my friends after they disappeared?,,1,MINSCA
19991,Minsc,"You speak as a trapped animal, words that I know well. I hold you no grudge, for we have traveled long together, whether you choose to recall or not.",,1,MINSCA
19992,Minsc,"I will not be the only one to lose my head here today! Dynaheir... My charge and friend... she is... she is dead, and I am a failure as her guard!",,1,MINSCA
19993,Minsc,"They... they killed her as I watched, you see? I know not who they were, but... but I will redeem myself!",,1,MINSCA
19998,Minsc,"My honor and competence is in question? Oh, I assure you that nothing shall keep me from exacting my righteous wrath on those responsible for this!",,1,MINSCA
20001,Minsc,"Answer they will, and my sword shall be the question! We shall have fistfuls of sweet, sweet justice, and our enemies will be stains beneath our feet!",,1,MINSCA
20002,Minsc,"What...? Yes, but... but... all right. Boo tells me that I am raving again. I did not notice a difference, but I shall heed his words nonetheless.",,1,MINSCA
20003,Minsc,You... you turn your back on those in need? You are abandoning me in my hour of shame? You... you are no better than those that killed Dynaheir!,,1,MINSCA
20007,Minsc,RRAAAAGHGHGH! I will smack your evil lips to the earth and stomp them with the boot heel of justice! I will...,,1,MINSCA
20008,Minsc,I will make sure you do not live long enough to abandon more friends! I will... I will... I will do all of this as soon as I get these bars open! RRAAAARRGH!,,1,MINSCA
20012,Minsc,"Then I will quest on my own, and we shall meet again when I am worthy of serving in the company of good and true people!",,1,MINSCA
20013,Minsc,"And that we shall meet again I do not doubt, for wherever there is evil walking funny, there is Minsc's foot, doing the work of goodness!",,1,MINSCA
20018,Minsc,"Don't ask questions better left to aged sages. Boo is quick and evasive, and there is ever so much of Minsc to search; there is no hope of getting us apart.",,1,MINSCA
20019,Minsc,"I am the best kind of warrior! I am large, and I carry nature's favor with me where'er I go!",,1,MINSCA
20020,Minsc,"Boo is my animal companion, and while some smaller rangers might compensate for their size by traveling with bears or wolves, I prefer the subtleties provided by a miniature giant space hamster! Yes, subtle!",,1,MINSCA
20021,Yoshimo,"Shortly beyond that chamber, there is a hallway that contains several wands mounted in pedestals. They blast all that walk before them.",,1,YOSHIMO
20022,Yoshimo,"It is actually quite uh... embarrassing. My profession does not leave itself open to those who are not wary, yet somehow I was caught unaware.",,1,YOSHIMO
20023,Yoshimo,"I came to Athkatla years ago from Kara-Tur to seek my fortune. At some point, I went to bed in my room at the Copper Coronet, and I awoke in a strange room with a very sore head.",,1,YOSHIMO
20024,Yoshimo,Maybe you should try to face the perils of this place alone!,,1,YOSHIMO
20025,Yoshimo,"I am unsure. I may have been drugged when I was brought here. I may have been unconscious... either way, I do not know how long.",,1,YOSHIMO
20030,Yoshimo,"If that is how you wish it to be, then go ahead and forge the trail. I will follow your path once I have rested a bit.",,1,YOSHIMO
20055,Yoshimo,I see respect in the blurry eyes of the drunkards. I accept.,,1,YOSHIMO
20058,Yoshimo,You do not know what happened! I must leave now before my anger rises any more.,,1,YOSHIMO
20067,Yoshimo,"One more thing... you will find a wide hall before too long that contains several wands mounted on pedestals. If you walk before these wands, you may be killed.",,1,YOSHIMO
