StrRef,Text
48668,"You are mistaken. I do not bear that name, and I will not. The greater balance bids me here."
48678,"You are lucky we did not allow the creatures to complete what they started. You are a fool, merchant, and should think with your head instead of your purse."
48693,I think I should like to walk through this place when we no longer need anything from the devil we know.
48762,"I... I am not always frowning, I... oh, go away, child. Why are the children of this city so annoying?"
48814,Hmm... wait one moment... do I know you?
48815,"I see. A Zhentish agent, if I recall, but one of no consequence. Pay him no heed, <CHARNAME>."
48889,"Ah, yes. The infamous capacity for drow compassion is revealed once again. Ignore her, <CHARNAME>, and let us get this task over with quickly."
48901,"Ah, Berinvar, <CHARNAME> is not a Harper, but I certainly am. Will you treat my guests as friends and answer? I assume the guardians are spectral harpists?"
48907,He and the others seem preoccupied with the trinkets around their necks. I find it odd I have not heard of this before now. Harpers do not often wear symbols to make themselves *more* noticeable.
48924,"This person makes me ill. <CHARNAME>, I suggest we move on before I ignore the greater balance and return him to the dust."
48926,No doubt you have plied your trade on good folk as well in the past. Your balance will come in the end. Nothing goes unpunished.
48951,"The confines of the city do much to chisel at the sanity of its inhabitants, but I wonder if there is some other force at work. We had best be wary."
48960,"I'm not sure the lieutenant should go alone. We have evidence of the culprit, but we know nothing of his ability. There may be danger we are not aware of."
48967,"His work?! What does he speak of? Quickly, <CHARNAME>, we must stop him before he escapes!"
48976,"This... this place smells heavily of death, <CHARNAME>, and the evidence of it is all around us. Step carefully, for I believe we enter the workshop sanctum of a madman."
48982,"I have little doubt, <CHARNAME>, that we will also find Lieutenant Aegisfield somewhere herein... Hopefully, the man is still alive."
49030,"You are mistaken, but I care not! Khalid will be avenged whether you stand aside willingly or not!"
49206,"I should think not! Child, surely you are better than this? Are you certain of this choice?"
49208,"That was unnecessarily harsh. I can see that we shall be at odds more often than not, drow."
49248,Such a lack of compassion is unseemly for a knight. Would you have others judge you as quickly?
49263,"One should not turn away an offered hand so quickly, <CHARNAME>, but I would be wary of its secretive origin. Perhaps we can find Imoen on our own."
49282,Shadow Thieves? Perhaps we shall finally get answers as to their interest in us.
49295,"My own Harpers have used us. I should have suspected... the gaudy necklaces, the invitation. Ah well. If Xzar was doing as she said, he deserved his fate."
49322,"I was wondering when you would turn up, Zhent. I had suspected our parting would not be permanent when last we met, and it appears my suspicions were correct."
49339,"Be wary, <CHARNAME>, the Harpers will not brook interference lightly, and this Zhent likely holds only the worst of intentions in his heart."
49347,"Well, if you wish to investigate what has happened to the spy, that is up to you, <CHARNAME>. I suggest caution and perhaps some common sense."
49348,"If the Harpers will even speak to us, which I doubt, they certainly will not reveal what they did with the halfling. Best not to ask about him directly."
49384,"It is good that this is the final of these tasks set for us. I've no taste for bounty hunting, but let us find this thief and have the deed done with quickly."
49404,"Yes, this is an odd structure for the Harpers to erect. I have never heard of an opulent base such as this. Secrecy has always been the watchword before."
49410,"I am a Harper, Meronia. May I be allowed to speak to these guardians? I assume they are spectral harpists. Perhaps they could satisfy my... curiosity."
49419,"Yes... I've noticed the amulets you wear. I've heard of the Harper pins, but nothing of these. Is this a local custom?"
49489,"Your memory is selective, Red Wizard. Why do you now work with Shadow Thieves, and what is your connection to our capture by Irenicus? Khalid is dead, and I will have an answer!"
49540,"How about conscience, dwarf? Or morality? Perhaps <CHARNAME> knows what is best."
49552,"Do not make us laugh, thief master. We have heard of your guild war. You would not approach outsiders if your own house were strong and solid, hm?"
49553,<CHARNAME>! You would abandon Imoen here? I would rather leave myself than have you cast her away in this place. It is not right.
49586,"You would leave a person in obvious distress to his own devices? I would have expected better of you, <CHARNAME>."
49599,"But it is the truth, is it not? I am a Harper myself, and we simply wish to be treated as guests. <CHARNAME> did bring you your poisoned friend, after all."
49606,"That was foolish, <CHARNAME>! The Harpers could have helped you. *sigh* But I suppose you will do as you always have, stubborn <PRO_MANWOMAN>."
49608,"I am a Harper, friend, and I think I see where this is heading... Is all this really necessary?"
49609,"*sigh* If the Harpers have asked this task to judge your worthiness, then there is no way around it. Let us proceed and be done with these ""creatures."""
49612,"Hmm, I am surprised they are letting us in, even after all this. I warn you, <CHARNAME>, be polite. Our reason for being here is questionable enough as it is."
49627,"Hmmm... it's nice to know there's a ""softer"" and ""sweeter"" side to you... ""Eddie."""
49631,"And all feared the Slayer, for it walked like a mortal, but in its wake there came murder, and in the future, there was death."
49778,"This is a dark place to meet this woman, <CHARNAME>, and I sense an unnaturalness about her that is disturbing to me. Step carefully."
49783,"How does she know of our link to the Shadow Thieves? And what would they think of this meeting? Be careful, <CHARNAME>, our lives may hang in the balance."
49812,"Boldly said, creature, yet you do not face us. <CHARNAME> has been underestimated by far better. You will rue the day of conflict when it comes, I think."
49886,"Step slowly, you do not look well at all. How do you feel?"
49913,"You have your money, <CHARNAME>, but you could have avoided the inevitable reputation of a kidnapper. Sometimes I think you act without due consideration."
49920,"Are you well? I am growing very worried about you, you know. I should not like to lose you in this evil place."
49924,"<CHARNAME>? Your lips move, but there is no sound. <CHARNAME>? <CHARNAME>!"
49953,"Nature is not so vindictive, fool. It cares not who prostrates before it, it cares only that the balance is maintained."
49963,"This is the hilt of a long sword. It appears to have been forged by a fine craftsman, even though the blade was broken off long ago and the pommel is obviously missing a large gem.

STATISTICS:

Weight: 2"
49969,You would have killed me if I had let you. You would have left me to rot in this place.
49974,"I'm not sure you should try to control it. We must distance you from it, not embrace it. We will make do despite the danger."
49975,"No, you should not be alone during this. We will get through, I am sure. We just have to keep going, no matter what comes."
49976,You are not the only one affected by this! It is so hard to see you...
49977,"<CHARNAME>, please, let's just keep moving. We'll get through, I'm sure of it. Really."
50006,Are you well? It would only be fitting to take some time to rest. You have been through quite an ordeal.
50011,"Very well, but keep me apprised of your condition. Imoen supposedly went through the same ritual, but she did not seem to suffer from sudden attacks like that."
50013,"That is troubling. I do not know what effect having the ritual had on you, but it does appear to be different from what Imoen suffered. Odd."
50037,"I am glad that you have chosen this course, <CHARNAME>. This cult stinks of wrongness, an affront against nature that must be stopped!"
50053,"You align yourself with a temple that threatens its followers? You would bow down before a vindictive god, <CHARNAME>? You are strange indeed."
50100,"Hold, <CHARNAME>, do not be foolish! You there... how can we be certain of your innocence? Why are you here if you are no longer members of the cult?"
50121,"<CHARNAME>! This... this is the same child-killing gnome from Baldur's Gate! I remember! For the greater balance, his head must be brought to the authorities!"
50124,"I... I understand. It is an avatar of a faded god, left guarding an item that has waned in power. Loathing has replaced the worship of his followers. A lingering fate."
50534,"I have no love for drow, or for this drow in particular... but it seems that she has done nothing to deserve this fate other than simply be a drow. This is not justice."
50555,"Is that what you see as justice, <CHARNAME>? I sensed great sadness behind her darkness. With balance, she might have been... well, who knows?"
50566,"Truth be known, I am not opposed to having Viconia travel with us. Remember, though, that many will think less of us simply because she is here."
50639,<CHARNAME>? Are you... yourself? That was... the Slayer! You became a form of the avatar of Bhaal... but the god is dead...
50640,"<CHARNAME>, this is not right at all."
50660,"<CHARNAME>, we had best move quickly! The mages you have let loose will need direction, or they will be impossible to control."
50957,"We must be subservient, <CHARNAME>. To them, we are lesser drow and no doubt under suspicion. Any sign of disobedience would bring scrutiny upon us."
50958,"The drow have a harsh culture, one I am not overly familiar with. We must harden our hearts if we are to blend in. The alternative is discovery and death."
51254,"Just what are you on to, <CHARNAME>? You think I am blind, not to see your foolish behavior with the drow woman? Why would you play such an idiotic game...? Do you not remember our situation?"
51261,Jealous of a simple drow that turns her eyes up at you? Is your opinion of me so low? I merely think that flirtations will gain nothing and endanger us all.
51264,It is a foolish one. Drow enjoy neither affection nor intense attraction. Sex is nothing but a game to them. To indulge would be... disappointing.
51265,"Oh? I am disappointed. Indulge your carnality, by all means, if it means so much to you. I shall say no more on that subject or any other."
52240,"You spent quite some time in the drow woman's chambers, <CHARNAME>. Care to elaborate what you were about, as if I did not know?"
52246,"I suppose that is true enough, although I can think of several lies you might have tried for our sake. But I trust you enough. Let us just... move on."
52247,Hmph. You are just the sort to lie to me about this. And that this makes me uncomfortable is even worse. I think I prefer to be on my own for a time.
52248,"I know the purpose. Simple self-gratification, or do you maintain there was no way to avoid the situation? Ahhh, enough... I do not want to hear any more."
52249,"I am sorry too, and disappointed, but I suppose it could not be avoided... with you being male and in this guise. I shall... attempt to forget about it."
52250,"No? Very well. I shall endeavor to keep my shrewish opinions to myself, on this and all other matters regarding us."
52251,Hmmm... out so soon? Did the drow woman not dig her claws into you successfully? That is good. I shudder to think what might have happened otherwise.
52293,"How can you refuse so coldly? I will not stand idly by. Nalia... we will aid you, as will <CHARNAME>, I am sure. What is the problem, precisely?"
55188,"A bitter end to a terrible man. We did well, I think, but I am not certain that all has been restored to as it was. <CHARNAME>? Do you feel any different?"
55210,"It... it is not finished, is it? This is death... and your strange power has dragged me here with you. ...So be it then. We stand together until the end."
55650,I understand plenty already! This place reeks of corruption and deceit!
55671,"Rest, child. None of this group shall harm you."
55672,Oh? Is that what those retching noises were? I thought that perhaps there was a wounded seal somewhere onboard giving birth.
55677,"Okay, I'm not quite so concerned about this little freak. Rule as you will, little tyrant, just as long as it is from a cell."
55686,"I suppose we could expect no less from a simple pirate. Begone with you then, scoundrel. No doubt you would only bring us more trouble here than we need."
55693,These are the same creatures we fought when we entered the lair of the vampire that was aligned against your own guild. Bodhi must be nearby indeed.
55698,"Do you spend all your time in the guise of others, child? Do you not take solace in the balance of your true self?"
55726,War? War amongst the elves? What could that mean? How could even Irenicus start such a thing? That would bring nothing but ruin!
55740,"As much as I should not trust his advice, he may have a point, <CHARNAME>. There are powerful mages above who may be the difference between life and death."
55779,"What revenge do *you* have, wizard? You killed my Khalid with no more thought than one would give to a fly! I shall have *my* revenge! Nature's fury shall strike you down!"
55788,"You think us fools?! You knew your ship was scuttled when you first spoke to us, didn't you?! You seek to use us somehow!"
55809,She sees the universe unrestricted. It is amazing that she manages to be as lucid as she is.
55813,"And what would you have to do with that, Edwin? Perhaps if ego were all that was required."
55821,"I should have known. Once again your peculiar destiny has drawn us into something, <CHARNAME>. Even the shark gods flounder in anticipation of your arrival."
55840,"I have never known you to be so judgmental, paladin. Surely you do not label all sahuagin so? Condemn them all to death and you are no better than they."
55859,"Must it come to slaughter, sahuagin? Your priestesses speak of your entire people needing your blood... Have you attempted to resolve this with the king peacefully?"
55876,"Well, Viconia. It would seem you carry less weight than you thought. He questions your worth, rightfully so."
55889,"A most underhanded maneuver, <CHARNAME>. Although I am sure it is no less than Phaere might have planned for us. There is an ironic justice in this, no?"
55895,So... a war? Open battle between the drow and the surface has not occurred in... eons. With a greater demon to back them... I truly wonder why Irenicus would do this.
55913,"You would commit such a sacrilege against nature?! Had I known, I would never have accompanied you! No, I will not let this be!"
55921,"As much as I despise this form, it does seem to have captivated our friend here. He seems fearful."
55934,"Despite what she says, <CHARNAME>, we may be able to use this situation to our advantage. Perhaps there is no need to kill Solaufein. Consider this, at least."
55948,"Drow roaming the surface, even the most noble, should expect an occasional misunderstanding. I am sure this can be worked out, <CHARNAME>... I suggest you try."
55966,"This drow is well respected by the Harpers, <CHARNAME>. I will not assist you fighting him. I will return to Athkatla; consider your idiocy before we speak again."
55997,"An excellent idea, <CHARNAME>. Adding Drizzt and his companions to our battle against Bodhi will certainly tip the scales. You show great wisdom."
56009,"I know of this one, <CHARNAME>, from the Harpers. A drow of good alignment and heroic reputation. He is deserving of respect."
56041,"A fine sentiment, Cernd, though we may be forced into more trouble than we wish."
56080,That was close. We must make an effort to act as we appear.
56083,The Seldarine? The collection of elven gods led by Corellon Larethian? How would he ever propose to join such ranks? Mad! Mad!
56085,"Your soul is borrowed, and it shall be returned. You are a blight upon nature, and you shall be destroyed!"
56087,"Edwin, in some another time... some other place, such a comment would get you a beating of mythic proportions. It may yet."
56111,"No more platitudes, Irenicus. You have taken much from all of us. Now you die your final death!"
56130,<CHARNAME>! I will not let you do this! You will not murder those that beg for aid! Who will follow me?!
56154,It would appear that neither of us have much of a choice in the matter. We must trust one another.
56162,"Of course, my Lady Adalon. <CHARNAME>, do keep quiet."
56165,It is unfortunate that they did not offend you in some way. We might have been spared the headache of this journey if they had to face an angry silver.
56174,To become such a hated thing... I do not look forward to that.
56176,"You should have made more of an effort. We have an obligation to destroy you, as if we needed more reasons."
56413,"Knock him on the head? It is obvious this lout has no compassion for others and no inclination of how nature must be protected. Ignore him, <CHARNAME>."
56417,"<CHARNAME>, you can't seriously consider poisoning this font. If there is evil there, we must cleanse it. To destroy it is sacrilege! I will not allow it!"
56425,"No, <CHARNAME>, no! This is evil! You poison nature itself! I shall not partake in this... who stands with me?!"
56453,"These people are slaves, mentally as well as physically, controlled despite themselves. All we can offer them, unfortunately, is a quick death."
56457,"There are many who easily sidestep laws through wealth. Perhaps, in this case, it would be best to see why the law has failed so."
56461,"The law may not be able to do anything, Anomen, but such men as this Saerk always trip over their own schemes. If he is responsible, he will pay, as you say."
56465,"Too many of the wealthy escape justice, yes. If you are sure that Saerk is responsible for the death of your sister, then we must ensure he pays dearly!"
56470,By... by the gods! You foolish man! Can you say that this young woman was a murderer as well?! You have murdered an innocent!
56474,"I have the feeling we are intruding on a very private matter, <CHARNAME>. I feel uncomfortable with our intrusion; perhaps we should leave..."
56481,"A fair line easily used by servants of the wizard themselves. We have been imprisoned and worse, and given many reasons to distrust strangers we encounter."
56487,"You have extorted a payment from Raelis in return for our help, <CHARNAME>. I do not agree with this decision... it smacks of selfish greed."
56498,"We must be calm, <CHARNAME>. Vengeance will only bring conflict with the guard. To help Nalia, we must prove that our cause is just... there is no other way."
56508,"A mind flayer? Here? A spy perhaps, using its psionic powers to keep its secret. Strange that Jan's mad uncle should be aware of its presence."
56516,"You speak as if unaware of class distinction, and yet your manner exudes it. A sign of immaturity... perhaps adventuring is not the place for you."
56517,"You speak as if unaware of class distinction, and yet your manner exudes it. A sign of immaturity... good, then, that <CHARNAME> is sending you ahead."
56528,You dare reprimand those who have died defending you? Even now they strive to protect you from evil you don't even understand! You could have been dead!
56551,"I have no fear for his well-being, monster."
56877,"Where? Where exactly is it being put to good use? We are not to be played with, Linvail. I should like to see results, and I should like to see them soon."
56899,"Oh, how generous. Do you expect that to compensate while you delay our more important concerns? We have friends in need of rescue and vengeance both!"
56906,And vengeance!
57066,"I see. You must be the rogue, Jarlaxle, that was mentioned to us, yes?"
57396,"A poor thing, <CHARNAME>. We could have done better by these people with minimal effort. It is a better fate than what the drow had in store, however."
57455,"No. ""Veldrin"" would not be interested in such diversions, male. I... as a female, I command you to stand away from him. Slug."
57903,"Yes, declare your loyalty, Viconia. When you eventually betray us, I will hold your statement up as proof of the untrustworthy nature of your kind."
57911,"Cernd, I would normally bow to your wisdom, but in this matter, I think you are... mistaken. I make no protest; I merely wish to state my opinion."
58132,"We are bought off yet again. I do not deny that they are the best chance we have to find our quarry, but we had best do their little chores quickly."
58133,"Thank you for your opinion, Korgan. I'll just place it over here where it can collect flies all on its own."
58164,"You baffle me sometimes, Cernd, but I bow to your wisdom on this matter."
58186,"Not just thieves, but traitorous thieves. Our associations sink ever lower in Aran's service. Let's get this over with."
58187,"I have heard some in the Harpers speak of it. It is more than a prison or supposed asylum; it is a place to forget people that are ""troublesome."""
58198,"Long ago, I promised to assist you if your adopted father fell. That promise has not expired, nor has your worthiness. I stand with you if you will have me."
58247,"It is not necessary to say anything, <CHARNAME>. I know what comes next... I know what may happen. To either of us."
58248,We have been through too much to let that stop what you must do. For all the pain that losing Khalid brought... I would not give up our years of good works.
58249,Let us regain your soul and make you whole again. And what comes after... comes after. I look forward to it... should the gods prove willing.
58518,"No, Valygar, we shall not give up on you. The Cowled Wizards believe much if they think to use everyone as they wish. You will receive nothing this day, mage!"
58719,"You will hear the name ""traitor"" many more times today, Yoshimo, but let me be the first among the group to spit it at you!"
60891,"I no more want the trip than you do, so I will not force and I will not leave, but I cannot rest easy until we go."
60892,"If you wish, Dermin, you may return whence you came with the message that ""Jaheira the Harper"" is dead."
60893,"Perhaps we will meet again, but I shall not look forward to it!"
61015,I find it odd that this Irenicus would leave of his own volition. And why take Imoen when it is <CHARNAME> he is so obviously interested in? Perhaps he expects us to give chase?
61016,"We must step carefully then. We know little about him... whom he was fighting, who took him, or even where we are. We seem to be drawn into machinations not of our own making."
61018,"Do not be foolish, Minsc. We must know our enemies... and the extent of our danger here... before we rush into anything."
74583,"You can't work with such as this, <CHARNAME>. Have you forgotten all that Gorion taught you?"
74809,"Take a moment and think, <CHARNAME>. What would Gorion say about this pointless bloodshed?"
75712,"Careful, <CHARNAME>. We want to walk into the gorge, not fall into it."
77110,"Beware, <CHARNAME>. You cannot trust a tanar'ri."
81447,An evil one.
87844,We must proceed with caution. The Red Wizards are devious. They will expect retaliation.
88081,"Animals should be wild, not kept as pets by wandering heroes. Tell Barad the gift is appreciated but inappropriate."
88457,"The half-elf's magic may represent a threat to the balance, but I think she would do less harm with us than without us."
89488,"Ha. My advice has the virtue of being in the common tongue, at least. And I can take the shape of a bear when I please."
89527,Refusing to engage with him further was wise. I sense that he is a part of the magic that infects this forest.
96641,You disappoint me more than I could ever say. I am glad Gorion is not around to see this.
100114,"<CHARNAME>, do you think it wise to spend so much time with Dorn? He seems to have taken an unhealthy interest in you."
100115,He is not to be trusted.
100116,He is a murderous half-orc with an unquenchable bloodlust. He is incapable of the feelings you and I possess.
100117,"If you intend to take up with a barbaric half-orc, I must end this."
100118,"I am relieved to hear that, <CHARNAME>."
100119,I am glad Gorion did not live to see this.
